grainID,grainType,quantity,price,supplierName,reorderLevel,DateofOrder,batchNumber,warehouse
1456,Oats,1393,2.13,"ABC Farms",335,15-02-2025,2R8P,"Warehouse B"
1379,Rice,1492,1.31,"Old Mill",127,12-02-2025,4FNT,"Warehouse C"
1566,Barley,496,1.37,"ABC Farms",302,24-01-2025,Y2XB,"Warehouse A"
1004,Barley,1279,0.65,"Organic Grains",409,27-01-2025,6EU8,"Warehouse A"
1827,Quinoa,665,2.84,"Grain Masters",499,21-01-2025,KYVZ,"Warehouse B"
1048,Millet,1275,2.82,"ABC Farms",340,20-02-2025,668U,"Warehouse B"
1217,Millet,1483,2.94,"XYZ Grains Co.",496,19-02-2025,PZFC,"Warehouse B"
1846,Oats,1324,1.65,"Healthy Grains",348,08-02-2025,ILF4,"Warehouse C"
1206,Rice,1215,1.38,"Healthy Grains",137,02-02-2025,HYZI,"Warehouse A"
1238,Corn,226,2.98,"Grain Masters",162,26-01-2025,V0EH,"Warehouse A"
1493,Barley,1471,0.9,"Organic Grains",405,01-02-2025,8P8J,"Warehouse B"
1215,Millet,713,0.54,"XYZ Grains Co.",489,25-01-2025,XYTN,"Warehouse A"
1711,Wheat,1441,1.8,"ABC Farms",459,16-02-2025,3DQW,"Warehouse C"
1080,Wheat,815,2.59,"Healthy Grains",151,15-02-2025,PELD,"Warehouse A"
1181,Rye,826,1.72,"Organic Grains",453,17-02-2025,AMR5,"Warehouse A"
1984,Wheat,526,2.3,"Grains World",201,09-02-2025,NCY5,"Warehouse C"
1195,Wheat,984,1.26,"Organic Grains",193,14-02-2025,UYV5,"Warehouse B"
1581,Quinoa,1451,1.24,"Grain Masters",388,28-01-2025,AGLY,"Warehouse B"
1828,Wheat,1028,2.17,"Organic Grains",107,25-01-2025,9LVF,"Warehouse C"
1859,Buckwheat,178,0.64,"XYZ Grains Co.",358,10-02-2025,LV5M,"Warehouse B"
1222,Rye,561,1.85,"Healthy Grains",191,02-02-2025,U1GC,"Warehouse A"
1278,Sorghum,587,2.7,"XYZ Grains Co.",198,11-02-2025,UV9P,"Warehouse A"
1561,Quinoa,1408,0.55,"Healthy Grains",332,01-02-2025,GONY,"Warehouse A"
1352,Quinoa,1346,2.79,"Organic Grains",199,30-01-2025,BD83,"Warehouse A"
1782,Wheat,291,1.57,"Grain Masters",471,20-02-2025,JDYQ,"Warehouse A"
1234,Buckwheat,1383,2.83,"Organic Grains",433,15-02-2025,2IT9,"Warehouse C"
1084,Barley,1310,1.39,"XYZ Grains Co.",437,23-01-2025,RYCH,"Warehouse C"
1485,Quinoa,656,2.9,"Grain Masters",443,11-02-2025,SVR7,"Warehouse C"
1943,Barley,1429,0.71,"XYZ Grains Co.",374,22-01-2025,J3B4,"Warehouse C"
1112,Oats,556,0.57,"Old Mill",240,28-01-2025,SV6A,"Warehouse C"
1704,Barley,661,1.67,"Grain Masters",256,19-02-2025,JAAA,"Warehouse A"
1297,Wheat,1122,2.79,"ABC Farms",448,10-02-2025,KO7C,"Warehouse C"
1668,Corn,1219,2.2,"XYZ Grains Co.",410,16-02-2025,4YYT,"Warehouse B"
1098,Rice,392,1.45,"Old Mill",101,30-01-2025,RAEY,"Warehouse B"
1670,Barley,832,2.57,"Organic Grains",290,12-02-2025,1V1N,"Warehouse B"
1163,Oats,1177,1.75,"Healthy Grains",349,13-02-2025,18LN,"Warehouse C"
1393,Millet,616,2.09,"Old Mill",470,08-02-2025,6VRY,"Warehouse B"
1532,Oats,627,2.6,"XYZ Grains Co.",194,12-02-2025,YZLC,"Warehouse A"
1083,Wheat,464,2.01,"Old Mill",373,01-02-2025,Q4T8,"Warehouse B"
1173,Millet,312,2.87,"Healthy Grains",233,14-02-2025,AJ1K,"Warehouse B"
1659,Sorghum,1184,0.91,"Organic Grains",197,03-02-2025,E1FH,"Warehouse A"
1650,Millet,1434,1.5,"ABC Farms",233,16-02-2025,ODC0,"Warehouse B"
1218,Buckwheat,563,0.9,"Old Mill",471,13-02-2025,RKEA,"Warehouse C"
1660,Barley,1497,1.16,"Healthy Grains",483,16-02-2025,KI10,"Warehouse A"
1577,Rye,1461,0.53,"XYZ Grains Co.",423,16-02-2025,15EU,"Warehouse C"
1539,Quinoa,990,1.18,"Old Mill",369,20-02-2025,8Q0P,"Warehouse C"
1837,Wheat,742,1.56,"ABC Farms",392,02-02-2025,HT3D,"Warehouse C"
1738,Rye,999,1.08,"Grain Masters",131,19-02-2025,HH59,"Warehouse C"
1347,Sorghum,1417,2.97,"Grains World",337,11-02-2025,AO95,"Warehouse B"
1234,Buckwheat,673,0.89,"Grains World",368,12-02-2025,IP13,"Warehouse C"
1795,Quinoa,498,2.58,"ABC Farms",401,12-02-2025,X8CR,"Warehouse A"
1879,Corn,531,1.22,"XYZ Grains Co.",391,22-01-2025,MYDL,"Warehouse B"
1852,Rice,575,2.46,"Grains World",353,10-02-2025,NSHG,"Warehouse B"
1002,Rye,147,2.28,"Old Mill",285,26-01-2025,UEX8,"Warehouse B"
1567,Rice,482,1.53,"Old Mill",100,07-02-2025,E1SM,"Warehouse A"
1110,Corn,670,1.27,"ABC Farms",451,23-01-2025,I3X4,"Warehouse A"
1811,Wheat,782,1.94,"Grain Masters",415,21-01-2025,FSM4,"Warehouse C"
1144,Sorghum,1137,1.74,"Healthy Grains",289,02-02-2025,9Z01,"Warehouse C"
1472,Sorghum,339,1.98,"XYZ Grains Co.",350,10-02-2025,1KSJ,"Warehouse C"
1296,Corn,779,2.02,"XYZ Grains Co.",424,31-01-2025,662G,"Warehouse A"
1190,Corn,1090,1.7,"XYZ Grains Co.",226,19-02-2025,5IC2,"Warehouse B"
1289,Oats,662,1.98,"Old Mill",405,22-01-2025,OSYX,"Warehouse A"
1751,Buckwheat,375,1.53,"Organic Grains",103,11-02-2025,YM0U,"Warehouse C"
1624,Buckwheat,1175,1.03,"Organic Grains",242,09-02-2025,MVVP,"Warehouse C"
1160,Rye,666,2.41,"Old Mill",493,13-02-2025,42BL,"Warehouse C"
1401,Wheat,1234,0.79,"Grains World",136,21-01-2025,2VI7,"Warehouse A"
1140,Quinoa,249,1.58,"Old Mill",222,31-01-2025,5VE3,"Warehouse A"
1253,Wheat,195,1.64,"Organic Grains",350,13-02-2025,LW1K,"Warehouse A"
1219,Quinoa,1271,1.74,"XYZ Grains Co.",168,13-02-2025,T0O8,"Warehouse B"
1178,Barley,1361,1.54,"Grains World",385,04-02-2025,NCV2,"Warehouse C"
1129,Corn,238,2.62,"ABC Farms",287,19-02-2025,82BV,"Warehouse C"
1487,Quinoa,1234,1.94,"XYZ Grains Co.",151,20-02-2025,N6N8,"Warehouse A"
1260,Buckwheat,112,1.44,"XYZ Grains Co.",455,06-02-2025,RFSW,"Warehouse C"
1616,Barley,601,2.75,"XYZ Grains Co.",402,26-01-2025,9UVM,"Warehouse A"
1504,Sorghum,543,1.74,"Grain Masters",497,28-01-2025,CSUR,"Warehouse A"
1233,Millet,1432,1.52,"Old Mill",326,01-02-2025,2Y3P,"Warehouse C"
1093,Oats,1026,1.53,"Organic Grains",219,19-02-2025,BIMP,"Warehouse A"
1673,Wheat,1389,0.78,"Old Mill",181,22-01-2025,EP63,"Warehouse B"
1161,Barley,1387,1.59,"Old Mill",120,01-02-2025,7S4H,"Warehouse C"
1005,Corn,694,2.09,"Old Mill",372,09-02-2025,L937,"Warehouse B"
1251,Corn,1492,1.89,"Organic Grains",272,21-01-2025,O8MW,"Warehouse B"
1093,Sorghum,532,0.53,"Grain Masters",472,12-02-2025,N47K,"Warehouse B"
1857,Quinoa,1268,2.84,"Grain Masters",159,04-02-2025,NXA3,"Warehouse B"
1187,Rye,624,2.04,"ABC Farms",206,31-01-2025,7YK9,"Warehouse B"
1321,Barley,1158,0.83,"XYZ Grains Co.",242,03-02-2025,1TQ4,"Warehouse A"
1285,Oats,472,2.27,"Healthy Grains",255,09-02-2025,ITAK,"Warehouse B"
1723,Corn,405,2.47,"Organic Grains",407,31-01-2025,6DAM,"Warehouse A"
1632,Millet,1201,2.23,"Grain Masters",443,27-01-2025,V3Q6,"Warehouse A"
1299,Buckwheat,566,2.69,"XYZ Grains Co.",318,16-02-2025,MY4H,"Warehouse B"
1565,Barley,1325,1.44,"Healthy Grains",343,23-01-2025,CYF8,"Warehouse A"
1057,Millet,1455,2.99,"ABC Farms",250,25-01-2025,HFTK,"Warehouse C"
1335,Quinoa,1174,0.96,"Grains World",193,21-01-2025,C27H,"Warehouse C"
1721,Rye,1373,2.74,"ABC Farms",387,25-01-2025,CFQG,"Warehouse B"
1131,Rye,1412,0.85,"Healthy Grains",395,27-01-2025,4C8V,"Warehouse A"
1862,Oats,907,0.87,"ABC Farms",155,20-02-2025,HM1C,"Warehouse B"
1282,Oats,1450,1.92,"Grains World",176,21-01-2025,YA4Q,"Warehouse A"
1878,Wheat,467,1,"Organic Grains",292,01-02-2025,HBFO,"Warehouse C"
1968,Sorghum,1118,2.14,"Old Mill",470,08-02-2025,QFOU,"Warehouse B"
1883,Millet,895,2.63,"Old Mill",286,28-01-2025,EJYN,"Warehouse B"
1183,Oats,549,1.76,"Organic Grains",204,06-02-2025,0FKK,"Warehouse C"
1586,Buckwheat,466,2.64,"Grain Masters",389,26-01-2025,X8OE,"Warehouse C"
1416,Barley,1244,0.64,"Organic Grains",332,14-02-2025,NC7W,"Warehouse B"
1183,Rice,1046,1.83,"Organic Grains",494,09-02-2025,8CB4,"Warehouse A"
1510,Corn,1060,1.75,"Grain Masters",426,17-02-2025,N03K,"Warehouse C"
1725,Sorghum,1145,2.09,"Healthy Grains",364,22-01-2025,HQS8,"Warehouse B"
1853,Oats,445,2.05,"ABC Farms",436,16-02-2025,HB2L,"Warehouse C"
1279,Quinoa,989,2.62,"XYZ Grains Co.",279,25-01-2025,SK42,"Warehouse B"
1502,Barley,1166,1.83,"Grain Masters",123,29-01-2025,V8HJ,"Warehouse C"
1136,Millet,985,2.59,"Healthy Grains",218,10-02-2025,EK49,"Warehouse B"
1388,Rye,364,2.37,"Organic Grains",461,13-02-2025,U0RD,"Warehouse B"
1336,Rice,422,2.18,"XYZ Grains Co.",493,13-02-2025,WWAB,"Warehouse A"
1585,Buckwheat,278,1.2,"XYZ Grains Co.",241,30-01-2025,3EIA,"Warehouse B"
1413,Rye,628,2.34,"ABC Farms",452,19-02-2025,1TJX,"Warehouse A"
1581,Rye,1113,1.74,"ABC Farms",280,23-01-2025,IPHP,"Warehouse B"
1168,Buckwheat,147,2.33,"Organic Grains",379,15-02-2025,X16C,"Warehouse C"
1121,Rice,445,1.81,"Grains World",474,03-02-2025,Q6CU,"Warehouse C"
1399,Quinoa,1097,1.05,"Old Mill",328,01-02-2025,8B7S,"Warehouse A"
1092,Oats,807,1.22,"Grain Masters",499,19-02-2025,O6HV,"Warehouse B"
1080,Oats,1368,0.7,"Grain Masters",436,14-02-2025,M73B,"Warehouse C"
1556,Sorghum,795,1.49,"Organic Grains",468,27-01-2025,TLIX,"Warehouse B"
1938,Corn,1306,2.49,"Old Mill",414,04-02-2025,EOM0,"Warehouse A"
1692,Corn,183,1.51,"Old Mill",189,16-02-2025,ITXB,"Warehouse B"
1428,Rice,703,2.35,"XYZ Grains Co.",125,15-02-2025,EY4L,"Warehouse C"
1765,Barley,631,2.07,"XYZ Grains Co.",432,31-01-2025,Q3AI,"Warehouse C"
1604,Rye,800,1.73,"XYZ Grains Co.",228,01-02-2025,F2LO,"Warehouse A"
1410,Rye,625,0.84,"Organic Grains",227,23-01-2025,CZLL,"Warehouse B"
1175,Sorghum,503,2.96,"Organic Grains",361,08-02-2025,IF42,"Warehouse A"
1951,Wheat,696,1.73,"Grain Masters",397,08-02-2025,FERQ,"Warehouse C"
1230,Oats,644,2.76,"Grain Masters",500,07-02-2025,8OFH,"Warehouse A"
1559,Rye,806,0.84,"Grains World",361,04-02-2025,BH55,"Warehouse A"
1541,Barley,620,0.77,"Healthy Grains",479,23-01-2025,XHGN,"Warehouse A"
1951,Rice,450,2.41,"Grain Masters",234,30-01-2025,GUGH,"Warehouse B"
1188,Quinoa,866,2.13,"Old Mill",256,07-02-2025,5LWO,"Warehouse B"
1716,Millet,722,1.05,"Grains World",284,19-02-2025,ETAS,"Warehouse C"
1920,Rye,720,0.78,"XYZ Grains Co.",475,21-01-2025,JIA6,"Warehouse B"
1358,Buckwheat,418,1.03,"Organic Grains",247,23-01-2025,TUYQ,"Warehouse C"
1599,Millet,1239,1.6,"Grains World",469,20-02-2025,K3E1,"Warehouse A"
1893,Quinoa,282,2.69,"Healthy Grains",373,25-01-2025,0ENR,"Warehouse A"
1695,Barley,1451,1.56,"Grain Masters",207,19-02-2025,9IF0,"Warehouse B"
1697,Wheat,1308,0.94,"XYZ Grains Co.",394,25-01-2025,PNS5,"Warehouse A"
1926,Buckwheat,418,1.08,"Grain Masters",397,07-02-2025,EI3D,"Warehouse A"
1619,Corn,309,1.87,"Healthy Grains",375,02-02-2025,94PF,"Warehouse C"
1326,Rye,759,1.91,"ABC Farms",419,10-02-2025,KARH,"Warehouse A"
1847,Sorghum,1008,1.64,"Grain Masters",396,22-01-2025,I7BI,"Warehouse B"
1479,Rice,369,0.76,"ABC Farms",128,26-01-2025,7FQA,"Warehouse A"
1347,Rye,1188,2.73,"Organic Grains",303,12-02-2025,5FCF,"Warehouse A"
1457,Buckwheat,1379,0.97,"Old Mill",481,20-02-2025,51NT,"Warehouse C"
1738,Barley,1167,2.21,"ABC Farms",265,22-01-2025,PO36,"Warehouse B"
1839,Sorghum,374,1.62,"Healthy Grains",499,10-02-2025,Z67S,"Warehouse B"
1032,Buckwheat,283,2.82,"Grain Masters",450,30-01-2025,XVZ0,"Warehouse B"
1962,Corn,241,2.8,"Grain Masters",293,21-01-2025,STV3,"Warehouse B"
1915,Barley,418,0.69,"XYZ Grains Co.",277,12-02-2025,R7FG,"Warehouse B"
1353,Corn,1017,1.32,"ABC Farms",296,23-01-2025,2MTO,"Warehouse C"
1739,Rice,975,1.09,"Organic Grains",455,30-01-2025,DSJD,"Warehouse B"
1508,Quinoa,312,1.43,"Grain Masters",347,16-02-2025,7O7O,"Warehouse B"
1970,Sorghum,1392,2.62,"Grain Masters",248,21-01-2025,3HZC,"Warehouse C"
1626,Rice,524,1.62,"Grain Masters",249,14-02-2025,BW5T,"Warehouse C"
1473,Wheat,707,0.87,"Old Mill",392,09-02-2025,FEWZ,"Warehouse C"
1708,Buckwheat,934,1.51,"Old Mill",162,06-02-2025,GFKJ,"Warehouse C"
1875,Sorghum,158,1.03,"Grains World",192,23-01-2025,2PTJ,"Warehouse A"
1444,Corn,1429,1.55,"Grains World",343,08-02-2025,YALI,"Warehouse C"
1202,Wheat,404,1.29,"ABC Farms",333,15-02-2025,CCW8,"Warehouse C"
1713,Millet,132,1.71,"Grain Masters",101,06-02-2025,S945,"Warehouse B"
1115,Millet,1110,2.78,"Healthy Grains",342,22-01-2025,YUQH,"Warehouse A"
1523,Buckwheat,1344,1.03,"XYZ Grains Co.",219,10-02-2025,R88F,"Warehouse C"
1811,Rye,239,1.11,"Healthy Grains",351,30-01-2025,7N6W,"Warehouse A"
1166,Millet,1261,0.58,"Old Mill",486,07-02-2025,27TB,"Warehouse A"
1390,Rye,818,2.66,"Organic Grains",339,04-02-2025,QI4Z,"Warehouse A"
1078,Quinoa,503,0.83,"Healthy Grains",124,27-01-2025,3RYG,"Warehouse C"
1542,Millet,1253,2.52,"Old Mill",319,22-01-2025,Q3X1,"Warehouse A"
1388,Rice,251,2.33,"Old Mill",464,26-01-2025,HPJ0,"Warehouse B"
1301,Buckwheat,1304,1.87,"Old Mill",234,04-02-2025,ZKPE,"Warehouse A"
1365,Millet,982,2.87,"XYZ Grains Co.",446,13-02-2025,9D09,"Warehouse C"
1101,Buckwheat,515,2.23,"Grains World",324,11-02-2025,9MBM,"Warehouse C"
1856,Rice,827,0.9,"XYZ Grains Co.",169,10-02-2025,VHDS,"Warehouse B"
1675,Barley,865,1.71,"Grains World",372,06-02-2025,YX4C,"Warehouse B"
1068,Wheat,1445,0.86,"Grain Masters",383,07-02-2025,FRGJ,"Warehouse C"
1572,Rye,1001,0.82,"XYZ Grains Co.",361,22-01-2025,BAVX,"Warehouse B"
1903,Buckwheat,1388,1.12,"XYZ Grains Co.",143,18-02-2025,9CTR,"Warehouse A"
1535,Corn,1030,2.75,"Organic Grains",321,13-02-2025,O8LA,"Warehouse A"
1225,Barley,1072,2.84,"Old Mill",197,26-01-2025,8YP4,"Warehouse B"
1514,Oats,1132,2.83,"Old Mill",480,04-02-2025,8WJA,"Warehouse C"
1289,Barley,506,2.7,"Old Mill",273,28-01-2025,KX7C,"Warehouse B"
1478,Buckwheat,741,1.94,"Grains World",200,06-02-2025,4PQ7,"Warehouse A"
1808,Quinoa,634,2.36,"Grain Masters",286,13-02-2025,I79N,"Warehouse C"
1392,Buckwheat,1128,1.25,"ABC Farms",430,31-01-2025,XIP6,"Warehouse A"
1588,Millet,797,2.33,"Grain Masters",207,02-02-2025,HZB4,"Warehouse A"
1897,Buckwheat,974,2.08,"Grain Masters",415,16-02-2025,1LWO,"Warehouse A"
1582,Rye,551,0.92,"Grains World",158,14-02-2025,FQ53,"Warehouse B"
1058,Buckwheat,331,0.59,"Grains World",223,12-02-2025,K89S,"Warehouse C"
1687,Wheat,1138,0.79,"Grains World",304,29-01-2025,NF0M,"Warehouse A"
1840,Sorghum,375,2.84,"XYZ Grains Co.",495,03-02-2025,06JY,"Warehouse A"
1385,Rice,1435,2.82,"Grain Masters",320,02-02-2025,ZROZ,"Warehouse A"
1051,Barley,428,1.65,"Grain Masters",173,26-01-2025,BFX2,"Warehouse C"
1350,Rye,584,2.64,"ABC Farms",389,09-02-2025,XVP0,"Warehouse A"
1956,Rice,875,1.8,"Old Mill",173,10-02-2025,5H65,"Warehouse A"
1123,Oats,487,1.46,"XYZ Grains Co.",401,07-02-2025,5HPN,"Warehouse A"
1984,Sorghum,148,1.36,"Healthy Grains",425,06-02-2025,9SX4,"Warehouse C"
1565,Rice,758,2.85,"Old Mill",390,28-01-2025,XSKP,"Warehouse B"
1033,Oats,1158,2.32,"XYZ Grains Co.",363,28-01-2025,P9S3,"Warehouse C"
1471,Buckwheat,642,2.66,"Grains World",203,18-02-2025,9940,"Warehouse B"
1532,Quinoa,1303,1.62,"Grains World",281,25-01-2025,FYSD,"Warehouse A"
1371,Millet,191,0.98,"Healthy Grains",484,30-01-2025,3OE5,"Warehouse C"
1816,Wheat,1128,1.09,"XYZ Grains Co.",451,26-01-2025,HRUS,"Warehouse B"
1924,Wheat,977,2.78,"Healthy Grains",474,28-01-2025,LWZP,"Warehouse A"
1437,Oats,903,2.31,"Grain Masters",468,09-02-2025,U4TY,"Warehouse A"
1565,Rye,1322,1.05,"Organic Grains",128,07-02-2025,S4R0,"Warehouse C"
1891,Buckwheat,849,0.79,"XYZ Grains Co.",373,28-01-2025,AO2I,"Warehouse B"
1207,Rice,682,1.3,"Healthy Grains",342,28-01-2025,DBAH,"Warehouse A"
1095,Oats,1297,0.93,"Old Mill",132,29-01-2025,QE6J,"Warehouse C"
1578,Corn,105,0.86,"ABC Farms",371,16-02-2025,YQIJ,"Warehouse A"
1942,Sorghum,221,1.43,"Old Mill",261,22-01-2025,FRFI,"Warehouse C"
1436,Oats,158,2.26,"XYZ Grains Co.",246,11-02-2025,GIXG,"Warehouse A"
1432,Oats,689,2.39,"ABC Farms",165,10-02-2025,NKL0,"Warehouse B"
1146,Rye,366,0.81,"ABC Farms",196,03-02-2025,UXOG,"Warehouse B"
1735,Rice,1237,1.06,"ABC Farms",411,23-01-2025,GP62,"Warehouse A"
1279,Buckwheat,1344,0.85,"Grains World",310,27-01-2025,BWUO,"Warehouse A"
1372,Wheat,1229,2.89,"XYZ Grains Co.",470,31-01-2025,VCJE,"Warehouse B"
1216,Millet,652,2.48,"Healthy Grains",236,07-02-2025,CL7V,"Warehouse B"
1349,Rye,306,0.98,"Grains World",419,28-01-2025,9W8O,"Warehouse C"
1582,Sorghum,324,2.1,"Healthy Grains",192,20-02-2025,A54W,"Warehouse C"
1387,Rye,1111,2.93,"Grain Masters",455,22-01-2025,45GX,"Warehouse C"
1137,Oats,1142,0.63,"Organic Grains",281,21-01-2025,ZUQM,"Warehouse A"
1096,Buckwheat,1060,1.54,"Old Mill",338,16-02-2025,B3L4,"Warehouse C"
1424,Quinoa,907,2.28,"Organic Grains",219,27-01-2025,JIFS,"Warehouse B"
1750,Rye,1205,0.94,"ABC Farms",149,02-02-2025,27KZ,"Warehouse B"
1033,Rye,623,1.08,"Healthy Grains",261,29-01-2025,LAFF,"Warehouse C"
1587,Rye,444,1.75,"Old Mill",143,13-02-2025,54MX,"Warehouse B"
1015,Wheat,483,2.26,"Old Mill",200,25-01-2025,G664,"Warehouse C"
1281,Oats,1125,2.19,"ABC Farms",292,16-02-2025,236K,"Warehouse A"
1007,Rye,446,3,"Grain Masters",224,31-01-2025,FK0H,"Warehouse A"
1859,Barley,898,2.06,"Healthy Grains",209,18-02-2025,IMOG,"Warehouse C"
1846,Wheat,822,1.89,"ABC Farms",456,08-02-2025,M6UB,"Warehouse A"
1240,Rye,297,1.43,"Grains World",138,29-01-2025,UN7O,"Warehouse B"
1202,Rice,1262,1.83,"Grain Masters",227,28-01-2025,6ZPT,"Warehouse C"
1404,Corn,855,0.73,"Grains World",152,05-02-2025,W9X0,"Warehouse B"
1039,Corn,348,1.25,"Organic Grains",414,20-02-2025,R97K,"Warehouse C"
1139,Buckwheat,635,2.2,"Healthy Grains",322,24-01-2025,QV25,"Warehouse B"
1467,Oats,1226,0.98,"XYZ Grains Co.",443,26-01-2025,GANY,"Warehouse B"
1117,Buckwheat,946,1.57,"Organic Grains",423,22-01-2025,23CN,"Warehouse C"
1040,Quinoa,590,1.67,"Grains World",213,17-02-2025,SG91,"Warehouse B"
1338,Oats,1416,0.68,"Grain Masters",308,19-02-2025,IAON,"Warehouse A"
1784,Rye,744,2.8,"XYZ Grains Co.",184,13-02-2025,D1BN,"Warehouse A"
1140,Rice,214,0.85,"Organic Grains",129,03-02-2025,6O51,"Warehouse B"
1402,Sorghum,1364,1.12,"Grains World",268,03-02-2025,Q0R1,"Warehouse C"
1580,Quinoa,441,2.58,"Organic Grains",438,03-02-2025,41BR,"Warehouse B"
1356,Rye,614,0.5,"Grains World",438,12-02-2025,T9PP,"Warehouse A"
1654,Rice,109,2.75,"Healthy Grains",435,13-02-2025,ITVL,"Warehouse B"
1844,Rice,1136,1.33,"Old Mill",385,01-02-2025,TXHW,"Warehouse B"
1201,Buckwheat,915,2.19,"Organic Grains",419,27-01-2025,XM8K,"Warehouse A"
1862,Buckwheat,508,2.33,"Healthy Grains",480,17-02-2025,JH27,"Warehouse C"
1749,Millet,686,2.67,"XYZ Grains Co.",222,21-01-2025,DWWG,"Warehouse B"
1035,Barley,794,2.1,"XYZ Grains Co.",493,12-02-2025,2KP3,"Warehouse A"
1873,Rice,615,0.72,"Grain Masters",484,18-02-2025,8G7G,"Warehouse A"
1282,Corn,113,2.69,"Old Mill",356,23-01-2025,YV14,"Warehouse B"
1420,Corn,307,1.77,"Old Mill",196,30-01-2025,NVNS,"Warehouse B"
1193,Rye,693,1.85,"Grain Masters",226,03-02-2025,4R9Y,"Warehouse C"
1255,Oats,1359,1.05,"XYZ Grains Co.",318,25-01-2025,MPUS,"Warehouse A"
1593,Corn,1094,2.7,"ABC Farms",154,24-01-2025,R49N,"Warehouse B"
1781,Buckwheat,261,1.65,"Grains World",434,31-01-2025,NO15,"Warehouse A"
1718,Sorghum,155,2.47,"Grains World",406,01-02-2025,UBPX,"Warehouse B"
1182,Sorghum,1059,2.99,"XYZ Grains Co.",131,26-01-2025,EYS6,"Warehouse B"
1231,Wheat,657,0.83,"Organic Grains",369,20-02-2025,YGIG,"Warehouse A"
1449,Quinoa,1075,2.72,"XYZ Grains Co.",444,10-02-2025,HU0J,"Warehouse B"
1905,Millet,1097,1.62,"ABC Farms",220,27-01-2025,HQH8,"Warehouse A"
1121,Buckwheat,1084,1.82,"Healthy Grains",489,18-02-2025,WR32,"Warehouse C"
1487,Sorghum,815,2.38,"ABC Farms",130,20-02-2025,VAGO,"Warehouse B"
1161,Rice,270,1.01,"XYZ Grains Co.",465,16-02-2025,JG2D,"Warehouse A"
1171,Quinoa,1015,0.94,"Organic Grains",327,13-02-2025,FW36,"Warehouse A"
1787,Buckwheat,843,2.29,"Grain Masters",181,24-01-2025,A1HZ,"Warehouse A"
1985,Oats,1337,2.72,"Grains World",192,05-02-2025,AHDC,"Warehouse A"
1598,Buckwheat,772,2.66,"ABC Farms",138,29-01-2025,78JH,"Warehouse C"
1166,Rice,332,0.53,"ABC Farms",217,13-02-2025,ES16,"Warehouse A"
1487,Buckwheat,188,1.63,"XYZ Grains Co.",287,19-02-2025,VWZ8,"Warehouse B"
1251,Quinoa,166,2.32,"Healthy Grains",418,01-02-2025,Y5H3,"Warehouse A"
1035,Corn,1462,2.94,"Old Mill",497,03-02-2025,PRZY,"Warehouse C"
1199,Millet,1385,1.38,"Organic Grains",450,03-02-2025,F7SU,"Warehouse B"
1260,Sorghum,1416,2.41,"Organic Grains",138,26-01-2025,HF2P,"Warehouse C"
1827,Millet,410,2.7,"Healthy Grains",101,25-01-2025,AKN0,"Warehouse A"
1752,Buckwheat,776,2.17,"Grains World",320,20-02-2025,63XD,"Warehouse C"
1591,Sorghum,1167,1.02,"XYZ Grains Co.",115,29-01-2025,IHWS,"Warehouse B"
1414,Millet,1420,0.97,"Organic Grains",254,02-02-2025,JWFG,"Warehouse A"
1113,Corn,742,2.94,"ABC Farms",360,29-01-2025,0N60,"Warehouse B"
1372,Barley,675,2.13,"ABC Farms",430,28-01-2025,4L5O,"Warehouse C"
1051,Wheat,852,1.11,"Healthy Grains",278,28-01-2025,4FEN,"Warehouse B"
1690,Millet,738,1.92,"Grain Masters",387,29-01-2025,PM0X,"Warehouse B"
1487,Rye,413,2.81,"XYZ Grains Co.",457,26-01-2025,AFWX,"Warehouse B"
1205,Corn,1346,0.57,"Grain Masters",492,05-02-2025,QWME,"Warehouse A"
1042,Quinoa,602,1.83,"Healthy Grains",103,26-01-2025,0IPC,"Warehouse A"
1048,Barley,248,2.37,"XYZ Grains Co.",376,19-02-2025,CA4F,"Warehouse C"
1948,Sorghum,513,1.24,"Old Mill",412,15-02-2025,BU52,"Warehouse C"
1482,Barley,477,2.67,"Grains World",350,14-02-2025,D4YY,"Warehouse B"
1914,Oats,1153,1.88,"Grain Masters",100,29-01-2025,PCKJ,"Warehouse C"
1249,Corn,951,2.49,"XYZ Grains Co.",221,22-01-2025,D85R,"Warehouse A"
1753,Oats,361,1.16,"Grain Masters",389,13-02-2025,UX9X,"Warehouse A"
1473,Oats,1466,1.49,"Organic Grains",276,14-02-2025,FYE3,"Warehouse A"
1215,Corn,1408,1.02,"Grains World",452,02-02-2025,TUZ1,"Warehouse C"
1439,Millet,586,2.33,"Grain Masters",440,13-02-2025,GR0P,"Warehouse A"
1605,Corn,312,0.56,"ABC Farms",413,23-01-2025,6I0Z,"Warehouse B"
1529,Barley,911,1.08,"Grains World",479,02-02-2025,71X4,"Warehouse B"
1276,Quinoa,891,0.54,"XYZ Grains Co.",403,24-01-2025,6O06,"Warehouse B"
1622,Millet,107,1.43,"ABC Farms",361,15-02-2025,8QNE,"Warehouse B"
1041,Sorghum,627,2.73,"ABC Farms",371,09-02-2025,K8DE,"Warehouse B"
1055,Corn,996,0.55,"Healthy Grains",362,12-02-2025,3VJ3,"Warehouse C"
1190,Rice,153,2.56,"Grains World",473,22-01-2025,TJXQ,"Warehouse C"
1779,Oats,1170,2.78,"ABC Farms",489,13-02-2025,QTYX,"Warehouse C"
